Processing: C:\Users\Yong\Downloads\Learnova Malaysia\Form 4\MY-F4 SEJARAH.pdf
Subject: MY-Sejarah  Form: 4  Pages: 11-264 of 264
  p 53/264  SAVED  Bab 2: KEBANGKITAN NASIONALISME | Tokoh Nasionalisme di Asia
  p 54/264  SAVED  Bab 2: KEBANGKITAN NASIONALISME | 
  p 55/264  SAVED  Bab 2: KEBANGKITAN NASIONALISME | Kesan Revolusi Eropah terhadap Nasionalisme
  p 56/264  SAVED  Bab 2: KEBANGKITAN NASIONALISME | Sumpah Pemuda
  p 57/264  SAVED  Bab 2: KEBANGKITAN NASIONALISME | Nilai, Patriotisme dan Iktibar
  p 58/264  SAVED  Bab 3: KONFLIK DUNIA DAN PENDUDUKAN JEPUN DI NEGARA KITA | 
  p 59/264  SKIP  Halaman ini mengandungi senarai objektif pembelajaran, nilai, kemahiran, dan garis masa ringkas, bukannya kandungan Sejarah yang boleh diajar secara terperinci untuk unit pengajaran.
  p 60/264  SAVED  Bab 3: KONFLIK DUNIA DAN PENDUDUKAN | 3.1 Nasionalisme di Negara Kita Sebelum Perang Dunia
  p 61/264  SAVED  Bab 3: KONFLIK DUNIA DAN PENDUDUKAN | Kesedaran Kebangsaan Melalui Akhbar dan Majalah
  p 62/264  SAVED  Bab 3: KONFLIK DUNIA DAN PENDUDUKAN | 3.2  Latar Belakang Perang Dunia
  p 63/264  SAVED  Bab 3: KONFLIK DUNIA DAN PENDUDUKAN | Peristiwa Perang Dunia Pertama
  p 64/264  SAVED  Bab 3: KONFLIK DUNIA DAN PENDUDUKAN | Berakhir Perang Dunia Pertama
  p 65/264  SAVED  Bab 3: KONFLIK DUNIA DAN PENDUDUKAN | Kesan Perang Dunia Pertama
  p 66/264  SAVED  Bab 3: KONFLIK DUNIA DAN PENDUDUKAN | 3.3 Perang Dunia Kedua
  p 67/264  SAVED  Bab 3: KONFLIK DUNIA DAN PENDUDUKAN | Kegagalan Liga Bangsa-Bangsa
  p 68/264  SAVED  Bab 3: KONFLIK DUNIA DAN PENDUDUKAN | Perang Dunia Kedua di Eropah
  p 69/264  SAVED  Bab 3: KONFLIK DUNIA DAN PENDUDUKAN | Perang Dunia Kedua di Eropah (1939?1941)
  p 70/264  SAVED  Bab 3: KONFLIK DUNIA DAN PENDUDUKAN | Berakhir Perang Dunia Kedua di Eropah
  p 71/264  SAVED  Bab 3: KONFLIK DUNIA DAN PENDUDUKAN | Pendaratan Tentera Bersekutu di Normandy (Operasi D-Day)
  p 72/264  SAVED  Bab 3: KONFLIK DUNIA DAN PENDUDUKAN | 3.4 Perang Dunia Kedua di Asia Pasifik
  p 73/264  SAVED  Bab 3: KONFLIK DUNIA DAN PENDUDUKAN | Sekatan Ekonomi dan Rancangan Penaklukan Jepun
  p 74/264  SAVED  Bab 5: Perang Dunia Kedua | Bermula Perang Dunia Kedua di Asia Pasifik
  p 75/264  SAVED  Bab 8: Perang Dunia Kedua di Asia Pasifik | Serangan Jepun di Asia Pasifik (1941-1942)
  p 76/264  SAVED  Bab 8: 2 Jan. 1942 Manila dikalahkan | 3.5 Faktor Kedatangan Jepun ke Negara Kita
  p 77/264  SAVED  Bab 8: 2 Jan. 1942   Manila dikalahkan | Serangan Jepun terhadap Negara Kita
  p 78/264  SAVED  Bab 8: 2 Jan. 1942 Manila dikalahkan | Dasar Pendudukan Jepun di Negara Kita
  p 79/264  SAVED  Bab 8: Pendudukan Jepun di Tanah Melayu | Dasar terhadap Raja-raja Melayu
  p 80/264  SAVED  Bab 8: 2 Jan. 1942 Manila dikalahkan | Dasar Sosial
  p 81/264  SAVED  Bab 8: Pendudukan Jepun di Negara Kita | Layanan terhadap Penduduk
  p 82/264  SAVED  Bab 3: Perjuangan Rakyat Menentang Pendudukan Jepun | 3.7 Perjuangan Rakyat Menentang Pendudukan Jepun
  p 83/264  SAVED  Bab 8: Pendudukan Jepun di Tanah Melayu | Penentangan MPAJA
  p 84/264  SAVED  Bab 8: Pendudukan Jepun di Tanah Melayu | Force 136 dan Askar Melayu Setia
  p 85/264  SAVED  Bab 8: 2 Jan. 1942 Manila dikalahkan | Force 136 dan Gerila Melayu
  p 86/264  SAVED  Bab 8: 2 Jan. 1942 Manila dikalahkan | Penentangan Individu
  p 87/264  SAVED  Bab 3: Pendudukan Jepun di Negara Kita | Gerakan Anti-Jepun di Sarawak dan Sabah
  p 88/264  SAVED  Bab 3: Konflik Dunia dan Pendudukan Jepun di Negara Kita | 3.8 Perkembangan Gerakan Nasionalisme Tempatan dan Pendudukan Jepun
  p 89/264  SAVED  Bab 8: 2 Jan. 1942 Manila dikalahkan | Kesedaran Politik di Sarawak dan Sabah
  p 90/264  SAVED  Bab 8: 2 Jan. 1942 Manila dikalahkan | Kekalahan Tentera Jepun dan Pengakhiran Perang Dunia Kedua
  p 91/264  SAVED  Bab 3: Pendudukan Jepun di Negara Kita | Penyerahan Kalah Jepun dan Kembalinya Tentera British
  p 92/264  SAVED  Bab 3: Pendudukan Jepun di Negara Kita | Penguasaan Bintang Tiga di Tanah Melayu
  p 93/264  SAVED  Bab 3: Pendaratan pertama tentera British di Pulau Pinang | Kompromi dan Usaha Perundingan
  p 94/264  SKIP  Halaman ini hanya mengandungi senarai subtopik dan bukan kandungan pengajaran yang boleh diajar.
  p 95/264  SAVED  Bab 3: Perang Dunia Pertama | 
  p 96/264  SAVED  Bab 3: Pendaratan pertama tentera British di Pulau | 
  p 97/264  SAVED  Bab 2 | 
  p 98/264  SAVED  Bab 2: Kebangkitan Nasionalisme | Dasar dan Kesan Pendudukan Jepun di Tanah Melayu
  p 99/264  SKIP  Halaman ini mengandungi nilai dan patriotisme umum tanpa fakta sejarah, peristiwa, tokoh, atau tarikh khusus yang boleh diajar sebagai kandungan Sejarah SPM.
  p100/264  SAVED  Bab 4: ERA PERALIHAN KUASA BRITISH DI NEGARA KITA | Sinopsis
  p101/264  SAVED  Bab 4: ERA PERALIHAN KUASA | 
  p102/264  SAVED  Bab 4: ERA PERALIHAN KUASA | 4.1 British Military Administration
  p103/264  SAVED  Bab 4: ERA PERALIHAN KUASA | 
  p104/264  SAVED  Bab 4: ERA PERALIHAN KUASA | 4.2 Gagasan Malayan Union
  p105/264  SAVED  Bab 4: ERA PERALIHAN KUASA | Ciri-ciri Perlembagaan Malayan Union
  p106/264  SAVED  Bab 4: ERA PERALIHAN KUASA | 
  p107/264  SAVED  Bab 4: ERA PERALIHAN KUASA | Malayan Union dan Reaksi Raja-raja Melayu
  p108/264  SAVED  Bab 4: ERA PERALIHAN KUASA | 4.3 Reaksi Penduduk Tempatan terhadap Malayan Union
  p109/264  SAVED  Bab 4: ERA PERALIHAN KUASA | Penentangan terhadap Malayan Union
  p110/264  SAVED  Bab 4: ERA PERALIHAN KUASA | Penentangan Rakyat terhadap Malayan Union
  p111/264  SAVED  Bab 4: ERA PERALIHAN KUASA | Bantahan Terhadap Malayan Union
  p112/264  SAVED  Bab 4: ERA PERALIHAN KUASA | Bantahan di Negeri Kelantan, Kedah dan Johor
  p113/264  SAVED  Bab 4: ERA PERALIHAN KUASA | Penentangan terhadap Malayan Union
  p114/264  SAVED  Bab 4: ERA PERALIHAN KUASA | Penentangan terhadap Malayan Union
  p115/264  SAVED  Bab 4: ERA PERALIHAN KUASA | 4.4 Penyerahan Sarawak kepada Kerajaan British
  p116/264  SAVED  Bab 4: ERA PERALIHAN KUASA | Proses Penyerahan Sarawak kepada British
  p117/264  SAVED  Bab 4: Penyerahan Sarawak | Reaksi Penduduk Tempatan terhadap Penyerahan Sarawak
  p118/264  SAVED  Bab 1: Tindakan Vyner Brooke Bertentangan dengan Perlembagaan 1941 | Bentuk Penentangan Penduduk Tempatan
  p119/264  SAVED  Bab 1: Tindakan Vyner Brooke Bertentangan dengan Perlembagaan 1941 | Gerakan Antipenyerahan Sarawak
  p120/264  SAVED  Bab 1: Tindakan Vyner Brooke Bertentangan dengan Perlembagaan 1941 | Rukun 13 dan Peristiwa Sungkit Berdarah
  p121/264  SAVED  Bab 1: Tindakan Vyner Brooke Bertentangan dengan Perlembagaan 1941 | Reaksi Penduduk yang Menyokong Penyerahan Sarawak
  p122/264  SAVED  Bab 4: Era Peralihan Kuasa British | 4.6 Penyerahan Sabah kepada Kerajaan British
  p123/264  SAVED  Bab 4: Penyerahan Sabah kepada British | Masalah Kewangan SBUB
  p124/264  SAVED  Bab 4: Penyerahan Sabah | 4.7 Reaksi Penduduk Tempatan terhadap Penyerahan Sabah
  p125/264  SAVED  Bab 4: Era Peralihan Kuasa British | Reaksi Penduduk Tempatan terhadap Penyerahan Sabah kepada British
  p126/264  SKIP  Halaman hanya mengandungi senarai tajuk subtopik tanpa penerangan atau fakta yang boleh diajar.
  p127/264  SAVED  Bab 4: Era Peralihan Kuasa British | Gerakan Menentang Malayan Union dan Antipenyerahan Sarawak
  p128/264  SAVED  Bab 4: Era Peralihan Kuasa British di Negara Kita | Gerakan Antipenyerahan di Sarawak
  p129/264  SAVED  Bab 4: Era Peralihan Kuasa British dan Pembentukan Malaysia | Malayan Union dan British Military Administration (BMA)
  p130/264  SAVED  Bab 4: UMNO dan Malayan Union | Malayan Union
  p131/264  SKIP  Halaman ini mengandungi bahagian nilai dan patriotisme tanpa fakta sejarah spesifik yang boleh diajar.
  p132/264  SAVED  Bab 5: PERSEKUTUAN TANAH MELAYU 1948 | Pengenalan
  p133/264  SAVED  Bab 5: PERSEKUTUAN TANAH MELAYU | Latar Belakang dan Faktor Penubuhan Persekutuan Tanah Melayu 1948
  p134/264  SAVED  Bab 5: PERSEKUTUAN TANAH MELAYU | 5.1 Latar Belakang Penubuhan Persekutuan Tanah Melayu 1948
  p135/264  SAVED  Bab 5: Wakil Raja-raja Melayu | Cadangan Jawatankuasa Kerja
  p136/264  SAVED  Bab 5: Wakil Raja-raja Melayu | Gerakan Nasionalis Melayu Radikal dan Gabungan PUTERA-AMCJA
  p137/264  SAVED  Bab 5: Sumbangan Nasionalis Melayu Radikal | 
  p138/264  SAVED  Bab 5: Persekutuan Tanah Melayu 1948 | Cadangan PUTERA-AMCJA dan Perlembagaan Rakyat
  p139/264  SAVED  Bab 5: Persekutuan Tanah Melayu 1948 | Hartal Se-Malaya 1947
  p140/264  SAVED  Bab 5: Persekutuan Tanah Melayu 1948 | 5.2 Faktor Penubuhan Persekutuan Tanah Melayu 1948
  p141/264  SAVED  Bab 5: Membuat Interpretasi | Sokongan British terhadap Persekutuan Tanah Melayu 1948
  p142/264  SAVED  Bab 5: Membuat Interpretasi | 5.3 Ciri-ciri Persekutuan Tanah Melayu 1948
  p143/264  SAVED  Bab 5: Membuat Interpretasi | Kewarganegaraan
  p144/264  SAVED  Bab 5: Membuat Interpretasi | 5.4 Kesan Penubuhan Persekutuan Tanah Melayu 1948
  p145/264  SAVED  Bab 5: Membuat Interpretasi | Mewujudkan Kerjasama Kaum
  p146/264  SAVED  Bab 5: Membuat Interpretasi | Latar Belakang Penubuhan Persekutuan Tanah Melayu 1948
  p147/264  SAVED  Bab 5: Persekutuan Tanah Melayu 1948 | Jawatankuasa Kerja dan Perjanjian Persekutuan Tanah Melayu 1948
  p148/264  SKIP  Halaman hanya mengandungi arahan aktiviti dan soalan perbincangan, bukan kandungan fakta sejarah untuk diajar.
  p149/264  SAVED  Bab 5: Persekutuan Tanah Melayu 1948 | Reaksi Orang Melayu terhadap Pelaksanaan Persekutuan Tanah Melayu
  p150/264  SAVED  Bab 5: Persekutuan Tanah Melayu 1948 | Perjuangan Golongan Radikal dan Perlembagaan Rakyat
  p151/264  SAVED  Bab 5: Persekutuan Tanah Melayu 1948 | 
  p152/264  SAVED  Bab 6: Ancaman Komunis dan Perisytiharan Darurat | 
        Supabase error 409: {"code":"23505","details":"Key (subject, form, topic, concept_title)=(MY-Sejarah, 4, Bab 6: Ancaman Komunis dan Perisytiharan Darurat, Ancaman Komunis dan Darurat) already exists.","hint":null,"messag
  p153/264  DB-ERR  Bab 6: Ancaman Komunis dan Perisytiharan Darurat | 
  p154/264  SAVED  Bab 6: Ancaman Komunis | 6.1 Kemasukan Pengaruh Komunis di Negara Kita
  p155/264  SAVED  Bab 6: Kesedaran Pembinaan Negara dan Bangsa | Penubuhan Parti Komunis Malaya dan Perkembangannya
        Supabase error 409: {"code":"23505","details":"Key (subject, form, topic, concept_title)=(MY-Sejarah, 4, Bab 6: Ancaman Komunis dan Perisytiharan Darurat, Ancaman Komunis dan Darurat) already exists.","hint":null,"messag
  p156/264  DB-ERR  Bab 6: Ancaman Komunis dan Perisytiharan Darurat | 6.2 Ancaman Komunis di Negara Kita
  p157/264  SAVED  Bab 6: Ancaman Komunis dan Perisytiharan Darurat | Tindakan Komunis
  p158/264  SAVED  Bab 6: Ancaman Komunis dan Darurat | Keganasan Komunis Terhadap Rakyat dan Pasukan Keselamatan
  p159/264  SAVED  Bab 6: Ancaman Komunis dan Perisytiharan Darurat | Serangan Komunis ke atas Pasukan Keselamatan
  p160/264  SAVED  Bab 6: Ancaman Komunis dan Perisytiharan Darurat | 6.3 Usaha Menangani Ancaman Komunis
  p161/264  SAVED  Bab 6: Ancaman Komunis dan Perisytiharan Darurat | Pasukan Polis dalam Menangani Ancaman Komunis
  p162/264  SAVED  Bab 6: Ancaman Komunis dan Perisytiharan Darurat | Pasukan Keselamatan dalam Menentang Komunis
  p163/264  SAVED  Bab 6: Ancaman Komunis dan Perisytiharan Darurat | Pasukan Keselamatan dalam Menangani Ancaman Komunis
  p164/264  SAVED  Bab 6: Ancaman Komunis dan Perisytiharan Darurat | Pendaftaran Kebangsaan dan Kad Pengenalan
  p165/264  SAVED  Bab 6: Darurat Tanah Melayu (1948?1960) | Rancangan Briggs
  p166/264  SAVED  Bab 6: Ancaman Komunis dan Darurat | 
  p167/264  SAVED  Bab 6: Ancaman Komunis dan Perisytiharan Darurat | Perang Saraf
  p168/264  SAVED  Bab 6: Ancaman Komunis dan Perisytiharan Darurat | Langkah Kerajaan Membanteras Ancaman Komunis
  p169/264  SAVED  Bab 6: Ancaman Komunis dan Perisytiharan Darurat | 6.4 Kesan Zaman Darurat terhadap Negara Kita
  p170/264  SAVED  Bab 6: Zaman Darurat | Aspek Sosioekonomi
  p171/264  SAVED  Bab 6: Ancaman Komunis dan Pengisytiharan Darurat | Kesan Zaman Darurat
  p172/264  SAVED  Bab 6: Ancaman Komunis dan Perisytiharan Darurat | Ancaman Komunis di Negara Kita
  p173/264  SAVED  Bab 6: Ancaman Komunis dan Perisytiharan Darurat | Rancangan Briggs dan Pengurusan Darurat
  p174/264  SAVED  Bab 6: Darurat Malaya | Rundingan Baling 1955
  p175/264  SAVED  Bab 6: Darurat dan Perjuangan Menentang Komunis | Pelan Briggs dan Perang Saraf
  p176/264  SAVED  Bab 6: Bagaimanakah Mendapatkan Sokongan Penduduk? | Perang Saraf dan Penubuhan Federal Military College
  p177/264  SAVED  Bab 6: Pemodenan angkatan tentera | Cakna dan Cerminan Sejarah
  p178/264  SAVED  Bab 7: USAHA KE ARAH KEMERDEKAAN | Sinopsis
  p179/264  SAVED  Bab 7: USAHA KE ARAH KEMERDEKAAN | 
  p180/264  SAVED  Bab 7: USAHA KE ARAH KEMERDEKAAN | 7.1 Latar Belakang Idea Negara Merdeka
  p181/264  SAVED  Bab 7: USAHA KE ARAH KEMERDEKAAN | Peranan Parti-parti Politik
  p182/264  SAVED  Bab 7: USAHA KE ARAH KEMERDEKAAN | 7.2 Jawatankuasa Hubungan Antara Kaum
        Supabase error 409: {"code":"23505","details":"Key (subject, form, topic, concept_title)=(MY-Sejarah, 4, Bab 7: USAHA KE ARAH KEMERDEKAAN, Jawatankuasa Hubungan Antara Kaum) already exists.","hint":null,"message":"duplic
  p183/264  DB-ERR  Bab 7: USAHA KE ARAH KEMERDEKAAN | Jawatankuasa Hubungan Antara Kaum (CLC)
  p184/264  SAVED  Bab 7: USAHA KE ARAH KEMERDEKAAN | Peranan Jawatankuasa Hubungan Antara Kaum
  p185/264  SAVED  Bab 7: Usaha Ke Arah Kemerdekaan | Peranan CLC
  p186/264  SAVED  Bab 7: USAHA KE ARAH KEMERDEKAAN | 7.3 Sistem Ahli
  p187/264  SAVED  Bab 7: USAHA KE ARAH KEMERDEKAAN | Sistem Ahli
  p188/264  SAVED  Bab 7: USAHA KE ARAH KEMERDEKAAN | 7.4 Sistem Pendidikan Kebangsaan
  p189/264  SAVED  Bab 7: USAHA KE ARAH KEMERDEKAAN | Ordinan Pelajaran 1952
  p190/264  SAVED  Bab 7: USAHA KE ARAH KEMERDEKAAN | Laporan Woodhead di Sarawak dan Sabah (1955)
  p191/264  SAVED  Bab 7: USAHA KE ARAH KEMERDEKAAN | Penyata Jawatankuasa Pelajaran 1956
  p192/264  SAVED  Bab 7: Usaha Ke Arah Kemerdekaan | 7.5 Penubuhan Parti Politik
  p193/264  SAVED  Bab 7: Kebanyakan parti politik yang ditubuhkan ini berasaskan | 
  p194/264  SAVED  Bab 7: Usaha Ke Arah Kemerdekaan | Kerjasama Politik ke Arah Kemerdekaan
  p195/264  SAVED  Bab 7: Kebanyakan parti politik yang ditubuhkan ini berasaskan | Konvensyen Kebangsaan dan Pembentukan Parti Perikatan
  p196/264  SAVED  Bab 7: Usaha Ke Arah Kemerdekaan | Kemunculan Parti Politik
  p197/264  SAVED  Bab 7: Usaha Ke Arah Kemerdekaan | Jawatankuasa Hubungan Antara Kaum (1949)
  p198/264  SAVED  Bab 7: Pembentukan Sistem Pendidikan Kebangsaan | Laporan Barnes dan Laporan Fenn-Wu
  p199/264  SAVED  Bab 7: Usaha Ke Arah Kemerdekaan | Sumbangan Tokoh dan Sistem Ahli
  p200/264  SAVED  Bab 7: Usaha ke Arah Kemerdekaan | Perjuangan Tokoh-tokoh Nasionalis
  p201/264  SAVED  Bab 7: Keharmonian hubungan masyarakat pelbagai kaum asas kepada perpaduan kebangsaan | Cakna dan Cerminan Sejarah
  p202/264  SAVED  Bab 8: Pilihan Raya | 
  p203/264  SAVED  Bab 8: PILIHAN RAYA | 
  p204/264  SAVED  Bab 8: PILIHAN RAYA | 8.1 Perkembangan Pilihan Raya di Persekutuan Tanah Melayu
  p205/264  SAVED  Bab 8: Pilihan Raya | Pilihan Raya Majlis Perbandaran
  p206/264  SAVED  Bab 8: Pilihan Raya Umum Pertama | 8.2 Proses Pilihan Raya Umum Pertama
  p207/264  SAVED  Bab 8: Ke Arah Kemerdekaan | Rundingan Ke London 1954
  p208/264  SAVED  Bab 8: Pilihan Raya | Proses Pilihan Raya Majlis Perundangan Persekutuan 1955
  p209/264  SAVED  Bab 8: Pilihan Raya | Proses Pilihan Raya 1955
  p210/264  SAVED  Bab 8: Pilihan Raya dan Perlembagaan Persekutuan | Pilihan Raya Majlis Perundangan Persekutuan 1955
  p211/264  SAVED  Bab 8: Pilihan Raya di Malaysia | Pilihan Raya Awal di Sarawak dan Sabah
  p212/264  SAVED  Bab 8: Sumber: Malaysia. Arkib Negara | 8.3 Penubuhan Majlis Perundangan Persekutuan
  p213/264  SAVED  Bab 8: Pilihan Raya di Malaysia | Pilihan Raya Umum 1955 dan Penubuhan Majlis Perundangan Persekutuan
  p214/264  SAVED  Bab 8: Sumber: Malaysia. Arkib Negara | 8.4 Peranan Kabinet Pertama Persekutuan Tanah Melayu
  p215/264  SAVED  Bab 8 | Kabinet pertama Persekutuan Tanah Melayu selepas Pilihan Raya Umum 1955
  p216/264  SAVED  Bab 8: Pilihan Raya | Perkembangan Pilihan Raya di Persekutuan Tanah Melayu
  p217/264  SAVED  Bab 8: Pilihan Raya | 
  p218/264  SAVED  Bab 8: Pilihan Raya | Pilihan Raya Umum 1955
  p219/264  SAVED  Bab 8: Pilihan Raya dan Perkembangan Politik | Pilihan Raya Awal dan Kabinet Pertama Persekutuan Tanah Melayu
  p220/264  SAVED  Bab 8: Pilihan Raya | Pilihan Raya Umum 1955
  p221/264  SAVED  Bab 8: Rakyat menunaikan hak dan tanggungjawab sebagai pengundi | Nilai, Patriotisme dan Iktibar
  p222/264  SAVED  Bab 9: PERLEMBAGAAN PERSEKUTUAN TANAH MELAYU 1957 | Sinopsis dan Garis Masa Perundingan Kemerdekaan
  p223/264  SAVED  Bab 9: PERLEMBAGAAN PERSEKUTUAN | Penggubalan Perlembagaan Persekutuan Tanah Melayu
  p224/264  SAVED  Bab 9: PERLEMBAGAAN PERSEKUTUAN | 9.1 Usaha Rundingan Kemerdekaan
  p225/264  SAVED  Bab 9: PERLEMBAGAAN PERSEKUTUAN | Perjalanan Rombongan Kemerdekaan ke London
  p226/264  SAVED  Bab 9: PERLEMBAGAAN PERSEKUTUAN | Rundingan Kemerdekaan 1956
  p227/264  SAVED  Bab 9: Memorial Pengisytiharan Kemerdekaan | Sambutan Bersejarah di Melaka
  p228/264  SAVED  Bab 9: Memorial Pengisytiharan Kemerdekaan | 9.2 Peranan Suruhanjaya Perlembagaan Persekutuan Tanah Melayu
  p229/264  SAVED  Bab 9: Perlembagaan Persekutuan Tanah Melayu 1957 | Suruhanjaya Perlembagaan Persekutuan Tanah Melayu
  p230/264  SAVED  Bab 9: Perlembagaan Persekutuan Tanah Melayu 1957 | Langkah Penggubalan Perlembagaan Persekutuan Tanah Melayu yang Merdeka
  p231/264  SAVED  Bab 9: Perlembagaan Persekutuan Tanah Melayu 1957 | Reaksi terhadap Draf Perlembagaan Persekutuan Tanah Melayu
  p232/264  SAVED  Bab 9: Perlembagaan Persekutuan Tanah Melayu 1957 | 9.4 Perjanjian Persekutuan Tanah Melayu
  p233/264  SAVED  Bab 9: Perlembagaan Persekutuan Tanah Melayu 1957 | Kedudukan Istimewa dalam Perjanjian Persekutuan Tanah Melayu 1957
  p234/264  SAVED  Bab 9: Perlembagaan Persekutuan Tanah Melayu 1957 | Peranan Suruhanjaya Perlembagaan Persekutuan Tanah Melayu
  p235/264  SKIP  Halaman ini mengandungi aktiviti pembelajaran (Ulas Gilir) dan soalan pandangan peribadi, bukan kandungan fakta sejarah yang boleh diajar.
  p236/264  SAVED  Bab 9: Perlembagaan Persekutuan Tanah Melayu 1957 | Rombongan ke London
  p237/264  SAVED  Bab 9: Perlembagaan Persekutuan Tanah Melayu Merdeka | Suruhanjaya Perlembagaan (Reid Commission)
  p238/264  SAVED  Bab 9: Perlembagaan Persekutuan Tanah Melayu 1957 | Suruhanjaya Perlembagaan dan Pengisytiharan Kemerdekaan
  p239/264  SKIP  Halaman ini hanya mengandungi nilai, patriotisme dan iktibar umum, bukan kandungan sejarah spesifik seperti fakta, tokoh, tarikh, atau peristiwa yang boleh diajar.
  p240/264  SAVED  Bab 10: PEMASYHURAN KEMERDEKAAN | 
  p241/264  SAVED  Bab 10: PEMASYHURAN KEMERDEKAAN | Detik Pemasyhuran Kemerdekaan Negara
  p242/264  SAVED  Bab 10: PEMASYHURAN KEMERDEKAAN | 10.1 Pengertian Kemerdekaan
  p243/264  SAVED  Bab 10: Pemasyhuran Kemerdekaan | Erti Kemerdekaan
  p244/264  SAVED  Bab 10: PEMASYHURAN KEMERDEKAAN | 10.2 Persediaan Menyambut Pemasyhuran Kemerdekaan Negara
