Processing: C:\learnova_app\textbooks\F5 Sejarah 2.pdf
Subject: MY-Sejarah  Form: 5  Pages: 3-145 of 145
  p 43/145  SAVED  Bab 7: Malaysia menganjurkan Sukan Permotoran Formula 1 | Kepemimpinan Berwibawa dalam Sukan
  p 44/145  SAVED  Bab 7: Malaysia menganjurkan Sukan Permotoran Formula 1 | 7.6 Rukun Negara sebagai Tonggak Kesejahteraan Negara
  p 45/145  SAVED  Bab 7: Membina Kesejahteraan Negara | Matlamat Rukun Negara
  p 46/145  SAVED  Bab 2: Perlembagaan Persekutuan | Rukun Negara
  p 47/145  SAVED  Bab 7: Malaysia menganjurkan Sukan Permotoran Formula 1 | Membina Kesejahteraan Negara
  p 48/145  SKIP  Halaman hanya mengandungi aktiviti perbincangan tanpa penerangan fakta sejarah.
  p 49/145  SAVED  Bab 7: Memartabatkan Bahasa dan Warisan Kebangsaan | Dasar Pendidikan Kebangsaan
  p 50/145  SAVED  Bab 7: Kesejahteraan Masyarakat | 
  p 51/145  SAVED  Bab 8: MEMBINA KEMAKMURAN NEGARA | 
  p 52/145  SKIP  Halaman ini hanya mengandungi inti pati pembelajaran, elemen kewarganegaraan dan kemahiran pemikiran sejarah, tanpa isi kandungan Sejarah yang boleh diajar seperti fakta, tokoh, tarikh atau peristiwa.
  p 53/145  SAVED  Bab 8: MEMBINA KEMAKMURAN | 8.1 Pembentukan Dasar Ekonomi Baru (DEB)
  p 54/145  SAVED  Bab 8: MEMBINA KEMAKMURAN | Matlamat Dasar Ekonomi Baru (DEB)
  p 55/145  SAVED  Bab 8: MEMBINA KEMAKMURAN | 8.2 Pelaksanaan Dasar Ekonomi Baru (DEB)
  p 56/145  SAVED  Bab 8: MEMBINA KEMAKMURAN | Rancangan Buku Hijau dan Peranan Agensi Kerajaan
  p 57/145  SAVED  Bab 8: MEMBINA KEMAKMURAN | Lembaga Kemajuan Tanah Persekutuan (FELDA) dan Pembangunan Tanah
  p 58/145  SAVED  Bab 8: MEMBINA KEMAKMURAN | Pembangunan Tanah dan Wilayah
  p 59/145  SAVED  Bab 8: MEMBINA KEMAKMURAN | Pemilikan Modal Saham
  p 60/145  SAVED  Bab 8: Pelajar membuat latihan kemahiran di Pusat Latihan Pelajar | Pendidikan Tenaga Kerja Mahir
  p 61/145  SAVED  Bab 8: Dasar Pembangunan Nasional | 8.3 Pembentukan Dasar Pembangunan Nasional (DPN)
  p 62/145  SAVED  Bab 8: Dasar Pembangunan Nasional | Objektif dan Strategi Dasar Pembangunan Nasional
  p 63/145  SAVED  Bab 8: Dasar Pembangunan Nasional | Pelaksanaan Dasar Pembangunan Nasional (DPN)
  p 64/145  SAVED  Bab 8: Dasar Ekonomi Baru | Penyusunan Semula Masyarakat
  p 65/145  SAVED  Bab 8: Membina Kemakmuran Negara | Penyusunan Semula Modal Saham dalam Dasar Penswastaan Negara
  p 66/145  SAVED  Bab 8: Dasar Pembangunan Nasional | Pembangunan Wilayah
  p 67/145  SAVED  Bab 8: Dasar Pembangunan Nasional | 8.5 Pencapaian Dasar Ekonomi Baru (DEB) dan Dasar Pembangunan Nasional (DPN)
  p 68/145  SAVED  Bab 8: Pembangunan Ekonomi dan Sosial | Kemunculan Golongan Pertengahan
  p 69/145  SAVED  Bab 7: Dasar Pembangunan Negara | Masyarakat Perdagangan dan Perindustrian Bumiputera
  p 70/145  SAVED  Bab 8: Perkhidmatan udara dan kereta api turut memacu pembangunan ekonomi dan menyejahterakan kehidupan rakyat | Pengangkutan dan Perhubungan
  p 71/145  SAVED  Bab 1: Perkembangan Wilayah | Perkembangan Bandar Baharu Selepas DEB dan DPN
  p 72/145  SAVED  Bab 8: Zon Perindustrian Pasir Gudang, Johor | Perindustrian Berteknologi Tinggi
  p 73/145  SAVED  Bab 8: Zon Perindustrian Pasir Gudang, Johor | Kawasan Perindustrian Baharu
  p 74/145  SAVED  Bab 8: Zon Perindustrian Pasir Gudang, Johor | Kenderaan Buatan Malaysia
  p 75/145  SAVED  Bab 8: Zon Perindustrian Pasir Gudang, Johor | Imbas Kembali
  p 76/145  SKIP  Halaman mengandungi aktiviti pembelajaran (Circle and Opinion) dan soalan perbincangan tanpa penerangan fakta sejarah yang konkrit. Tiada konsep, tarikh, tokoh, atau peristiwa yang boleh diajar secara langsung.
  p 77/145  SAVED  Bab 5: Pembangunan dan Perpaduan untuk Kesejahteraan | Dasar Ekonomi Baru (DEB) dan Dasar Pembangunan Nasional (DPN)
  p 78/145  SKIP  Halaman ini mengandungi refleksi nilai dan patriotisme, bukan kandungan sejarah fakta yang boleh diajar sebagai unit pengajaran.
  p 79/145  SAVED  Bab 9: DASAR LUAR MALAYSIA | 
  p 80/145  SKIP  Halaman ini hanya mengandungi inti pati pembelajaran dan elemen sivik, bukan kandungan pengajaran yang terperinci atau fakta sejarah.
  p 81/145  SAVED  Bab 9: DASAR LUAR MALAYSIA | 9.1 Latar Belakang Dasar Luar
  p 82/145  SAVED  Bab 9: DASAR LUAR MALAYSIA | Kepentingan Hubungan Luar Kesultanan Melayu Melaka
  p 83/145  SAVED  Bab 9: DASAR LUAR MALAYSIA | 9.2 Asas Penggubalan Dasar Luar
  p 84/145  SAVED  Bab 9: DASAR LUAR MALAYSIA | Faktor Penggubalan Dasar Luar
  p 85/145  SAVED  Bab 9: DASAR LUAR MALAYSIA | 9.3 Malaysia dalam Pertubuhan Bangsa-Bangsa Bersatu (PBB)
  p 86/145  SAVED  Bab 9: Malaysia dalam Kerjasama Antarabangsa | Penglibatan Malaysia dalam Pertubuhan Bangsa-Bangsa Bersatu (PBB)
  p 87/145  SAVED  Bab 9: Malaysia dalam Kerjasama Antarabangsa | Sumbangan dalam Misi Pengaman
  p 88/145  SAVED  Bab 9: Malaysia dalam Misi Pengaman | Misi Pengaman Malaysia di Kemboja, Timor Leste dan Somalia
  p 89/145  SAVED  Bab 9: Malaysia dalam Kerjasama Antarabangsa | Misi Pegawai Pemerhati Malaysia di Bawah PBB
  p 90/145  SAVED  Bab 9: Malaysia dalam Kerjasama Antarabangsa | Misi Pengaman Pertubuhan Bangsa-Bangsa Bersatu
  p 91/145  SAVED  Bab 9: Malaysia dalam Kerjasama Antarabangsa | Tokoh Malaysia dalam Agensi PBB
  p 92/145  SAVED  Bab 9: Malaysia dan Pertubuhan Bangsa-Bangsa Bersatu | Sumbangan Malaysia dalam PBB
  p 93/145  SAVED  Bab 9: Malaysia dalam Kerjasama Antarabangsa | 9.4 Malaysia dalam Komanwel
  p 94/145  SAVED  Bab 9: Malaysia dan Kerjasama Antarabangsa | Penglibatan Malaysia dalam Komanwel
  p 95/145  SAVED  Bab 9: Malaysia dalam Kerjasama Antarabangsa | Cabaran Mengukuhkan Dasar Luar
  p 96/145  SAVED  Bab 9: Malaysia dalam Kerjasama Antarabangsa | Cabaran Pembangunan Ekonomi
  p 97/145  SAVED  Bab 9: Malaysia dalam Persatuan Negara-negara Asia Tenggara | 9.6 Malaysia dalam Persatuan Negara-negara Asia Tenggara (ASEAN)
  p 98/145  SAVED  Bab 9: Malaysia dalam Kerjasama Antarabangsa | 
  p 99/145  SAVED  Bab 9: Malaysia dalam Hubungan Antarabangsa | 9.7 Malaysia dalam Pergerakan Negara-Negara Tanpa Pihak (NAM)
  p100/145  SAVED  Bab 9: Malaysia dalam Pergerakan Negara Berkecuali | Peranan Malaysia dalam Politik dan Dasar Keamanan NAM
  p101/145  SAVED  Bab 9: Malaysia dalam Pertubuhan Antarabangsa | 9.8 Malaysia dalam Pertubuhan Kerjasama Islam (OIC)
  p102/145  SAVED  Bab 9: Malaysia dalam Pertubuhan Antarabangsa | Malaysia sebagai Pengerusi OIC
  p103/145  SAVED  Bab 9: Malaysia dalam Kerjasama Antarabangsa | Peranan Malaysia dalam Pertubuhan Kerjasama Islam (OIC)
  p104/145  SAVED  Bab 9: Malaysia dalam Pertubuhan Antarabangsa | Pembangunan Ekonomi dalam OIC
  p105/145  SKIP  Halaman ini hanya mengandungi senarai tajuk subtopik tanpa penerangan atau fakta sejarah yang boleh diajar.
  p106/145  SKIP  Halaman ini hanya mengandungi arahan aktiviti pembelajaran, bukan kandungan sejarah yang boleh diajar.
  p107/145  SAVED  Bab 9: Malaysia dalam Kerjasama Antarabangsa | Misi Pengaman Malaysia di Pertubuhan Bangsa-Bangsa Bersatu (PBB)
  p108/145  SKIP  Halaman ini hanya mengandungi soalan pemahaman dan pemikiran kritis, bukan kandungan pengajaran yang boleh disusun sebagai unit pengajaran.
  p109/145  SKIP  Halaman ini mengandungi soalan-soalan pemikiran kritis dan aktiviti, bukan penerangan konsep sejarah yang boleh diajar secara langsung.
  p110/145  SKIP  Halaman ini mengandungi refleksi nilai dan patriotisme, bukan kandungan sejarah yang boleh diajar seperti fakta, peristiwa, atau tokoh.
  p111/145  SAVED  Bab 10: KECEMERLANGAN MALAYSIA DI PERSADA DUNIA | 
  p112/145  SAVED  Bab 10: KECEMERLANGAN MALAYSIA | 
  p113/145  SAVED  Bab 10: KECEMERLANGAN MALAYSIA | 10.1 Malaysia dalam Isu Global Kontemporari
  p114/145  SAVED  Bab 10: KECEMERLANGAN MALAYSIA | Pertindihan Sempadan
  p115/145  SAVED  Bab 3: Isu-isu Semasa | Kempen Antiminyak Sawit
  p116/145  SAVED  Bab 3: Cabaran dan Isu Semasa | 
  p117/145  SAVED  Bab 3: Malaysia dalam Kerjasama Antarabangsa | Meluaskan Pasaran Ekonomi
  p118/145  SAVED  Bab 3: Kerjasama Serantau ASEAN | Kerjasama Pembangunan Ekonomi Segi Tiga
  p119/145  SAVED  Bab 3:  | Menangani Kemelesetan Ekonomi
  p120/145  SKIP  Halaman mengandungi aktiviti pembelajaran dan soalan, tetapi tidak cukup kandungan fakta sejarah yang koheren untuk membentuk unit pengajaran.
  p121/145  SAVED  Bab 3 | 10.3 Pelibatan Rakyat dalam Isu Kemanusiaan dan Keamanan
  p122/145  SAVED  Bab 3: Malaysia dan Kerjasama Antarabangsa | Peranan Rakyat Malaysia dalam Isu Kemanusiaan Palestin
  p123/145  SAVED  Bab 3: Malaysia dalam Kerjasama Antarabangsa | Bantuan Kemanusiaan kepada Syria
  p124/145  SAVED  Bab 3: Malaysia dalam Kerjasama Antarabangsa | Bantuan Kemanusiaan Malaysia kepada Negara Terjejas Bencana
  p125/145  SAVED  Bab 10: Malaysia dalam Kerjasama Antarabangsa | 10.4 Usaha Mengekalkan Kelestarian Global
  p126/145  SAVED  Bab 3: Malaysia dalam Kerjasama Antarabangsa | Menyertai Sidang Kemuncak Bumi
  p127/145  SAVED  Bab 3: Malaysia dalam Kerjasama Antarabangsa | Antartika sebagai Warisan Sejagat
  p128/145  SAVED  Bab 3: Malaysia dan Masa Hadapan | Dasar Luar Malaysia dalam Penyelidikan Antartika
  p129/145  SAVED  Bab 10: Malaysia dan Kerjasama Serantau | 10.5 Wawasan Malaysia Menuju Masa Hadapan
  p130/145  SAVED  Bab 10: Jerebu di Kuala Lumpur, 2014 | Alam Sekitar
  p131/145  SAVED  Bab 10: Jerebu di Kuala Lumpur, 2014 | Zon Bebas Nuklear
  p132/145  SAVED  Bab 10: Jerebu di Kuala Lumpur, 2014 | 
  p133/145  SKIP  Halaman ini adalah ringkasan kandungan bab, bukan kandungan pengajaran yang boleh diajar.
  p134/145  SKIP  Halaman ini mengandungi aktiviti pembelajaran dan petikan sumber, bukan penjelasan konsep Sejarah yang boleh diajar sebagai unit pengajaran.
  p135/145  SKIP  Halaman ini mengandungi aktiviti pembelajaran berkaitan Geopark Langkawi yang tidak spesifik kepada sejarah SPM.
  p136/145  SKIP  Halaman hanya mengandungi soalan latihan, tiada kandungan pengajaran.
  p137/145  SKIP  Halaman hanya mengandungi soalan pemikiran kritis dan petikan, bukan kandungan pengajaran sejarah yang boleh disusun sebagai unit pengajaran.
  p138/145  SKIP  Halaman ini mengandungi refleksi nilai dan patriotisme, bukan fakta sejarah spesifik tentang isu pemerdagangan orang.
  p139/145  SKIP  Halaman ini adalah senarai bibliografi, bukan kandungan pengajaran Sejarah.
  p140/145  SKIP  Halaman ini hanya mengandungi senarai rujukan (bibliografi) dan tiada kandungan Sejarah yang boleh diajar.
  p141/145  SKIP  Halaman hanya mengandungi senarai rujukan/bibliografi, tiada kandungan sejarah yang boleh diajar.
  p142/145  SKIP  Halaman ini mengandungi senarai rujukan/bibliografi, bukan kandungan pengajaran yang berkaitan dengan subtopik.
  p143/145  SKIP  Halaman ini adalah indeks, bukan kandungan pengajaran yang boleh digunakan untuk unit pengajaran Sejarah.
  p144/145  SKIP  Halaman hanya mengandungi borang skim pinjaman buku teks, tiada kandungan Sejarah yang boleh diajar.
  p145/145  SKIP  (only 7 words)
------------------------------------------------------------
DONE: 115 saved, 27 skipped, 1 errors
Backup: C:\Learnova\MY-Sejarah_F5_results.json
DONE: 115 saved, 27 skipped, 1 errors
