Processing: C:\learnova_app\textbooks\F5 Chemistry.pdf
Subject: MY-Chemistry  Form: 5  Pages: 11-212 of 212
  p 42/212  SAVED  Bab 1: Kimia Tingkatan 4 | Elektrolisis Sebatian Lebur
  p 43/212  SAVED  Bab 1: Keseimbangan Redoks | 
  p 44/212  SAVED  Bab 1: Redoks | Elektrolisis Leburan Plumbum(II) Bromida, PbBr2
  p 45/212  SAVED  Bab 1: Keseimbangan Redoks | Faktor yang Mempengaruhi Hasil Elektrolisis Larutan Akueus
  p 46/212  SAVED  Bab 1: Proses Kimia | Faktor-faktor yang Mempengaruhi Elektrolisis Larutan Akueus
  p 47/212  SAVED  Bab 1: Keseimbangan Redoks | Elektrolisis Larutan Kuprum(II) Sulfat
  p 48/212  SAVED  Bab 1: Keseimbangan Redoks | Elektrolisis Larutan Kuprum(II) Sulfat
  p 49/212  SAVED  Bab 1: Keseimbangan Redoks | Kesan Kepekatan Ion dalam Larutan Terhadap Pemilihan Ion untuk Dinyahcas
  p 50/212  SAVED  Bab 1: Pemilihan Ion untuk Dinyahcas di dalam Elektrolisis | Kesan Jenis Elektrod Terhadap Pemilihan Ion untuk Dinyahcas
  p 51/212  SAVED  Bab 1: Keseimbangan Redoks | 1J: Aktiviti - Membandingkan Sel Kimia dan Sel Elektrolisis
  p 52/212  SAVED  Bab 1: Redox Equilibrium | Penyaduran dan Penulenan Logam
  p 53/212  SAVED  Bab 1: Keseimbangan Redoks | Aktiviti Makmal 1G: Penyaduran Logam Secara Elektrolisis
  p 54/212  SAVED  Bab 1: Aktiviti Makmal | Penulenan Logam Secara Elektrolisis
  p 55/212  SAVED  Bab 1: Keseimbangan Redoks | 1.4
  p 56/212  SAVED  Bab 1: Perbincangan | 1.5 PENGEKSTRAKAN LOGAM DARIPADA BIJIHNYA
  p 57/212  SAVED  Bab 1: Keseimbangan Redoks | Pengekstrakan Aluminium Menggunakan Elektrolisis
  p 58/212  SAVED  Bab 1: Anod daripada karbon | Pengekstrakan Logam daripada Bijihnya Melalui Proses Penurunan oleh Karbon
  p 59/212  SAVED  Bab 1: Pengekstrakan Menggunakan Logam yang Lebih Reaktif | Pengekstrakan Menggunakan Logam yang Lebih Reaktif
  p 60/212  SAVED  Bab 1: Pengekstrakan Menggunakan Logam yang Lebih Reaktif | 1.6 PENGARATAN
  p 61/212  SAVED  Bab 1: Keseimbangan Redoks | Pengaratan Besi Sebagai Tindak Balas Redoks
  p 62/212  SAVED  Bab 1: Keseimbangan Redoks | Pengaratan Besi
  p 63/212  SAVED  Bab 1: Keseimbangan Redoks | Kesan Logam Lain ke atas Pengaratan Besi
  p 64/212  SAVED  Bab 1: Prosedur | Cara Pencegahan Pengaratan Besi
  p 65/212  SAVED  Bab 1: C Pengaloian | Keluli Nirkarat dan Rintangan Kakisan
  p 66/212  SAVED  Bab 1: C Pengaloian | Pencegah Pengaratan
  p 67/212  SKIP  Page contains only self-reflection questions and achievement test items, no new teaching content or concept explanation to structure into a lesson.
  p 68/212  SKIP  Page contains only practice questions for self-assessment, no explanatory content to structure as a teaching unit.
  p 69/212  SKIP  Page is a thematic introduction for Tema 2: Kimia Organik, with no specific teachable chemistry content or concept.
  p 70/212  SKIP  Page contains only keywords and topic list, no teachable content.
  p 71/212  SAVED  Bab 1: Refleksi KENDIRI | 
  p 72/212  SAVED  Bab 1: Refleksi KENDIRI | 2.1 JENIS-JENIS SEBATIAN KARBON
  p 73/212  SAVED  Bab 2: Hidrokarbon dan Bukan Hidrokarbon | Hidrokarbon dan Bukan Hidrokarbon
  p 74/212  SAVED  Bab 2: Hidrokarbon dan Bukan Hidrokarbon | Sumber Hidrokarbon
  p 75/212  SAVED  Bab 2: Gas petroleum | Proses Penyulingan Berperingkat Petroleum
  p 76/212  SAVED  Bab 2: Gas petroleum | Peretakan
  p 77/212  SAVED  Bab 2: Sebatian Karbon | Aktiviti Makmal 2A Penyulingan Berperingkat Petroleum
  p 78/212  SAVED  Bab 2: Aktiviti Makmal 2A Penyulingan Berperingkat Petroleum | Sumber Alternatif Hidrokarbon
  p 79/212  SAVED  Bab 2: Sebatian Karbon | 2.2 Siri Homolog
  p 80/212  SAVED  Bab 2: 2.2 SIRI HOMOLOG | Formula Molekul, Formula Struktur dan Penamaan Ahli-ahli Siri Homolog
  p 81/212  SAVED  Bab 2: Alkana | Alkana
  p 82/212  SAVED  Bab 2: Alkana | Alkena
  p 83/212  SAVED  Bab 2: Alkuna | Pengenalan Alkuna
  p 84/212  SAVED  Bab 2: Alkuna | Alkohol
  p 85/212  SAVED  Bab 2: Asid Karboksilik | 
  p 86/212  SAVED  Bab 1: Hidrokarbon | Menghuraikan Sifat Fizik untuk Sebatian dalam Suatu Siri Homolog
  p 87/212  SAVED  Bab 2: Sifat Fizik Alkohol dan Asid Karboksilik | Sifat Fizik Alkohol dan Asid Karboksilik
  p 88/212  SAVED  Bab 2: Sifat Fizik Alkohol dan Asid Karboksilik | Sifat Kimia Alkana
  p 89/212  SAVED  Bab 2: Hidrokarbon molekul kecil seperti gas asli | Tindak Balas Penukargantian
  p 90/212  SAVED  Bab 2: Hidrokarbon | Sifat Kimia Alkena
  p 91/212  SAVED  Bab 2: Sebatian Karbon | Tindak Balas Penambahan Alkena
  p 92/212  SAVED  Bab 2: Lima Tindak Balas Penambahan Alkena | 3. Penambahan Hidrogen Halida
  p 93/212  SAVED  Bab 2: Sebatian Karbon | III. Tindak Balas Pempolimeran Penambahan
  p 94/212  SAVED  Bab 2: III. Tindak Balas Pempolimeran Penambahan | Membandingkan antara Alkana dan Alkena
  p 95/212  SAVED  Bab 2: Sebatian Karbon | C. Tindak Balas dengan Larutan Kalium manganat(VII) berasid, KMnO4
  p 96/212  SAVED  Bab 2: C. Tindak Balas dengan Larutan Kalium manganat(VII) berasid | Tindak Balas dengan Larutan Kalium manganat(VII) berasid
  p 97/212  SAVED  Bab 2: Persamaan kimia bagi penapaian | Penapaian dan Penghidratan Etena
  p 98/212  SAVED  Bab 2: Persamaan Kimia Bagi Penapaian | Sifat Kimia Alkohol
  p 99/212  SAVED  Bab 2: Tindak Balas Pengoksidaan | Tindak Balas Pengoksidaan
  p100/212  SAVED  Bab 2: Tindak Balas Pengoksidaan | Pendehidratan Alkohol
  p101/212  SAVED  Bab 2: Sebatian Karbon | Pengoksidaan dan Pendehidratan Etanol
  p102/212  SAVED  Bab 2: Sebatian Karbon | Sifat Kimia Asid Karboksilik
  p103/212  SAVED  Bab 2: Sebatian Karbon | 
  p104/212  SAVED  Bab 2: Tindak Balas Kimia Asid Etanoik, CH3COOH | Sifat Kimia Asid Karboksilik
  p105/212  SAVED  Bab 2: Ester | Ester
  p106/212  SAVED  Bab 2: Ester | Penamaan Ester
  p107/212  SAVED  Bab 2: Sebatian Karbon | Sifat Fizik Ester
  p108/212  SAVED  Bab 2: Kimia Organik | 2.3: Esterification
  p109/212  SAVED  Bab 2: 2.4 ISOMER DAN PENAMAAN MENGIKUT IUPAC | Keisomeran Struktur
  p110/212  SAVED  Bab 2: 2.4 ISOMER DAN PENAMAAN MENGIKUT IUPAC | 2.4 Isomer dan Penamaan Mengikut IUPAC
  p111/212  SAVED  Bab 2: Langkah-langkah Penamaan Isomer Mengikut Sistem Penamaan IUP | 
  p112/212  SAVED  Bab 2: Langkah-langkah Penamaan Isomer Mengikut Sistem Penamaan IUP | Penamaan Isomer Alkuna dan Alkohol
  p113/212  SAVED  Bab 2: Sebatian Karbon | Isomer-isomer untuk Alkohol
  p114/212  SAVED  Bab 2: Hidrokarbon | Kegunaan Siri Homolog dalam Kehidupan Seharian
  p115/212  SAVED  Bab 2: Kegunaan Alkohol | Kegunaan Alkohol
  p116/212  SAVED  Bab 2: Kegunaan Alkohol | Kesan Penyalahgunaan Alkohol
  p117/212  SAVED  Bab 2: Kegunaan Ester | Kegunaan Ester
  p118/212  SAVED  Bab 2: Kegunaan Ester | 
  p119/212  SKIP  Halaman ini mengandungi refleksi kendiri dan ujian pencapaian, bukan kandungan pengajaran baharu.
  p120/212  SAVED  Bab 2: Refleksi KENDIRI | Refleksi KENDIRI
  p121/212  SKIP  Page is a reflection/summary page for the theme, not specific teachable chemistry content.
  p122/212  SKIP  Page is a chapter introduction listing only keywords and subtopics, no teachable chemistry content.
  p123/212  SAVED  Bab 2: Refleksi KENDIRI | 
  p124/212  SAVED  Bab 2: Refleksi KENDIRI | 3.1 PERUBAHAN HABA DALAM TINDAK BALAS
  p125/212  SAVED  Bab 3: Termokimia | Aktiviti Makmal 3A: Menentukan Tindak Balas Eksotermik dan Endotermik
  p126/212  SAVED  Bab 3: Haba | Tindak Balas Eksotermik dan Endotermik
  p127/212  SAVED  Bab 3: Termokimia | Perubahan Tenaga Semasa Pemutusan dan Pembentukan Ikatan
  p128/212  SAVED  Bab 3: Perubahan Tenaga Semasa Pemutusan dan Pembentukan Ikatan | 3.2 Haba Tindak Balas
  p129/212  SAVED  Bab 3: Termokimia | Haba Pemendakan
  p130/212  SAVED  Bab 3: Haba | Haba Pemendakan
        Supabase error 409: {"code":"23505","details":"Key (subject, form, topic, concept_title)=(MY-Chemistry, 5, Bab 3: Termokimia, Haba Pemendakan) already exists.","hint":null,"message":"duplicate key value violates unique c
  p131/212  DB-ERR  Bab 3: Termokimia | Aktiviti Makmal 3B: Menentukan Haba Pemendakan
  p132/212  SAVED  Bab 3: Aktiviti Makmal 3B Menentukan Haba Pemendakan | Menentukan Haba Pemendakan
  p133/212  SAVED  Bab 3: Haba Penyesaran | Haba Penyesaran
  p134/212  SAVED  Bab 3: Haba Penyesaran | Menentukan Haba Penyesaran
  p135/212  SAVED  Bab 3: Termokimia | Haba Peneutralan
  p136/212  SAVED  Bab 3: Haba | Membandingkan Haba Peneutralan
  p137/212  SAVED  Bab 3: Termokimia | B. Tindak balas asid kuat dengan alkali lemah dan asid lemah dengan alkali lemah
  p138/212  SAVED  Bab 3: B. Tindak balas asid kuat dengan alkali lemah dan asid lemah | Haba peneutralan asid lemah dan alkali lemah
  p139/212  SAVED  Bab 3: Termokimia | Haba Peneutralan
  p140/212  SAVED  Bab 3: Haba | Haba Peneutralan
  p141/212  SAVED  Bab 3: Termokimia | Haba Pembakaran
  p142/212  SAVED  Bab 3: Haba | Eksperimen Haba Pembakaran Alkohol
  p143/212  SAVED  Bab 3: Termokimia | 3.2
  p144/212  SAVED  Bab 3: Haba | 3.3 Aplikasi Tindak Balas Eksotermik dan Endotermik dalam Kehidupan Harian
  p145/212  SAVED  Bab 3: Termokimia | Apakah nilai bahan api?
  p146/212  SAVED  Bab 3: Haba | 3.3 Pemilihan Bahan Api
  p147/212  SKIP  The extracted text is a jumble of keywords and symbols with no coherent explanation, worked example, or identifiable concept. It appears to be a diagram caption or summary page, not suitable for direct teaching.
  p148/212  SKIP  The page contains self-reflection questions and exam-style problems (thermochemistry calculations) but no new concept explanation or subtopic to teach. It is a review/practice section.
  p149/212  SKIP  This page contains only a theme introduction (Tema 4) with no specific chemistry content or subtopic; it is an overview paragraph.
  p150/212  SAVED  Bab 4: Polimer | 4.1 Polimer
  p151/212  SKIP  Page contains only a bulletin and questions with no explanatory chemical content to form a teaching unit.
  p152/212  SAVED  Bab 4: Polimer | 4.1 Polimer
  p153/212  SAVED  Bab 4: Polimer | Jenis-jenis Polimer
  p154/212  SAVED  Bab 4: Polimer | Tindak Balas Pempolimeran
        Supabase error 409: {"code":"23505","details":"Key (subject, form, topic, concept_title)=(MY-Chemistry, 5, Bab 4: Polimer, Pempolimeran Penambahan) already exists.","hint":null,"message":"duplicate key value violates uni
  p155/212  DB-ERR  Bab 4: Polimer | Pempolimeran Penambahan
  p156/212  SAVED  Bab 4: Polimer | Penghasilan Nilon
  p157/212  SAVED  Bab 4: Polimer | Penggunaan Polimer dalam Kehidupan Seharian
  p158/212  SAVED  Bab 4: Polimer | Polimer Terdegradasi dan Kelestarian
  p159/212  SAVED  Bab 4: Polimer | 4.2 Getah Asli
  p160/212  SAVED  Bab 4: Polimer | 4.2 Getah Asli
  p161/212  SAVED  Bab 4: Polimer | Penggumpalan Lateks
  p162/212  SAVED  Bab 4: Polimer | Proses Penggumpalan Lateks
  p163/212  SAVED  Bab 4: Menghalang Penggumpalan Lateks | Menghalang Penggumpalan Lateks
  p164/212  SAVED  Bab 4: Menghalang Penggumpalan Lateks | Pemvulkanan Getah
  p165/212  SAVED  Bab 4: Polimer | Teknik Pemvulkanan Alternatif
  p166/212  SAVED  Bab 4: Teknik Pemvulkanan Alternatif | Sifat Getah Tervulkan
  p167/212  SAVED  Bab 4: Polimer | 4.3 Getah Sintetik
  p168/212  SAVED  Bab 4: Getah Sintetik | Kegunaan Getah Sintetik
  p169/212  SAVED  Bab 4: Polimer | 4.3 Getah Sintetik
  p170/212  SAVED  Bab 4: Getah | Pemvulkanan Getah
  p171/212  SAVED  Bab 4: Polimer | 
  p172/212  SKIP  This page is a chapter introduction with only headings, keywords, and objectives; no teachable Chemistry content.
  p173/212  SKIP  Page contains only a bulletin overview and reflective questions, no teachable chemistry content.
  p174/212  SAVED  Bab 4: Refleksi KENDIRI | 5.1 Minyak dan Lemak
  p175/212  SAVED  Bab 5: Kimia Konsumer dan Industri | Lemak Tepu dan Lemak Tak Tepu / Penukaran Lemak Tak Tepu kepada Lemak Tepu
  p176/212  SAVED  Bab 5: Minyak dan Lemak | Penggunaan Minyak dan Lemak dalam Kehidupan
  p177/212  SAVED  Bab 5: Kimia Konsumer dan Industri | 5.2 BAHAN PENCUCI
  p178/212  SAVED  Bab 5: 5.2 BAHAN PENCUCI | Apakah detergen?
  p179/212  SAVED  Bab 5: Kimia Konsumer dan Industri | Sabun dan Detergen
  p180/212  SAVED  Bab 5: Penggunaan Sebatian Karbon | Peneutralan Asid Alkil Sulfonik
  p181/212  SAVED  Bab 5: Tindakan Pencucian Sabun dan Detergen | Tindakan Pencucian Sabun dan Detergen
  p182/212  SKIP  Extracted text contains only a diagram representation, no explanatory content.
  p183/212  SAVED  Bab 5: Kimia Konsumer dan Industri | Keberkesanan Tindakan Pencucian Sabun dan Detergen
  p184/212  SAVED  Bab 5: Teknologi Bidang Kimia | 5.2 Detergen
  p185/212  SAVED  Bab 5: Kimia Konsumer dan Industri | 5.3 BAHAN TAMBAH MAKANAN
  p186/212  SAVED  Bab 5: 5.3 Bahan Tambah Makanan | Jenis dan Fungsi Bahan Tambah Makanan
  p187/212  SAVED  Bab 5: Kimia Konsumer dan Industri | Mewajarkan Penggunaan Bahan Tambah Makanan
  p188/212  SAVED  Bab 5: Makanan dan Pemakanan | Bahan Tambah Makanan
  p189/212  SAVED  Bab 5: Kimia Konsumer dan Industri | 5.4 Ubat-ubatan dan Bahan Kosmetik
  p190/212  SAVED  Bab 5: 5.4 UBAT-UBATAN DAN BAHAN KOSMETIK | Ubat Moden
  p191/212  SAVED  Bab 5: Kimia Konsumer dan Industri | Ubat psikotik, Antialergi, Kortikosteroid, Keberkesanan dan Penyalahgunaan Ubat
  p192/212  SKIP  Page contains general discussion on traditional medicine, placebo, and cosmetics without any specific chemical concepts or equations. No teachable chemistry content for SPM.
  p193/212  SAVED  Bab 5: Pewarna | Bahan Asas Kosmetik
  p194/212  SAVED  Bab 5: Pewarna | Kosmetik: Buatan Sendiri vs Komersial
  p195/212  SAVED  Bab 5: Kimia Konsumer dan Industri | 5.5 Aplikasi Nanoteknologi dalam Industri
  p196/212  SAVED  Bab 5: Teknologi Bidang Kimia | 5.5 Aplikasi Nanoteknologi dalam Industri
  p197/212  SAVED  Bab 5: Perkembangan Bidang Nanoteknologi | Perkembangan Bidang Nanoteknologi
  p198/212  SAVED  Bab 5: Perkembangan Bidang Nanoteknologi | Kegunaan Grafen
  p199/212  SAVED  Bab 5: Kimia Konsumer dan Industri | APLIKASI TEKNOLOGI HIJAU DALAM PENGURUSAN SISA INDUSTRI
  p200/212  SAVED  Bab 5: Aplikasi Teknologi Hijau | Teknologi Hijau dalam Pengurusan Sisa dan Air Sisa
  p201/212  SAVED  Bab 5: Kimia Konsumer dan Industri | 
  p202/212  SKIP  Page contains general discussion on importance of green technology and an activity, but lacks specific chemical concepts or equations.
  p203/212  SKIP  Page 203 is a concept map/overview of Chapter 5 with only keywords and branches, no detailed teachable chemistry content.
  p204/212  SAVED  Bab 5: Hijau | Penyediaan Sabun
  p205/212  SKIP  Page contains only questions (Latihan), not teachable content such as concept explanation or worked example.
  p206/212  SKIP  The extracted text is garbled and does not present clear, teachable chemistry content. It appears to be a poorly scanned periodic table or data table with no coherent explanation or learning objective.
  p207/212  SKIP  Page contains only a glossary of terms, not a teaching unit.
  p208/212  SKIP  Page is a glossary of terms, not a teaching unit.
  p209/212  SKIP  The page contains only a reference list (Senarai Rujukan) with no teachable chemistry content.
  p210/212  SKIP  This page is an index of terms and page numbers, containing no teachable chemistry content.
  p211/212  SKIP  Page contains a book loan form and a pledge, not chemistry content.
  p212/212  SKIP  (only 0 words)
------------------------------------------------------------
DONE: 175 saved, 25 skipped, 2 errors
Backup: C:\Learnova\MY-Chemistry_F5_results.json
DONE: 175 saved, 25 skipped, 2 errors
